"","Employ","Inflation","Interest","Life_Expect","GDP","Population","Trade","Immune","Stability","CPI","Internet","Developed"
"Cameroon",5.497000217,9.66012235506522,1.7523493572337,54.153,267587875984.33,1.1553241,43034.5069053913,78.0869565217391,-0.136695373913043,2.89891304347826,23.1123933390163,"0"
"Congo, Dem. Rep.",9.289999962,8.71626873,12.9104702,55.743,1.8e+11,1.07138372,62787.40082,95,0.4331903,6.9,37.3,"0"
"Colombia",10.48999977,6.998550403,8.821016978,74.962,2.42e+11,1.176159467,39668.817,92,-1.850909,3.8,25.6,"0"
"Comoros",5.977000237,1.700781763,7.131475931,61.094,915659192.8,2.402700637,6.520691,81,-1.107348,2.5,3,"0"
"Costa Rica",19.98399925,4.95875092,1.7523493572337,78.491,11602893043,3.432656825,43034.5069053913,79,-0.7200658,2.89891304347826,4.287509903,"0"
"Caribbean small states",4.78000021,13.42446355,3.952220959,72.4407885,30801744881,1.319339294,9503.7,90,0.3603145,5.1,32.29,"0"
"Cuba",6.368000031,6.308527692,-0.368943717,78.15,34078243426,2.240184654,43034.5069053913,74,-1.806674,2,1.9,"0"
"Cyprus",8.529999733,6.076968388,4.326132654,79.071,70750646248,-0.011879458,30728.437,96,0.5717462,4.4,44.24,"0"
"Czech Republic",1.580000043,9.66012235506522,1.7523493572337,76.97560976,60806300000,-0.125773248,3957.447,95,0.5247645,4.3,12.94,"0"
"Germany",3.650000095,4.669008419,1.7523493572337,79.73658537,27844698989,1.665092291,10643.52383,97,0.6396841,6.4,42.31,"1"
"Djibouti",4.389999866,6.358663802,4.158557505,59.124,2.37e+11,0.829412603,146799.2216,99,1.049845,5.2,62.97,"0"
"Denmark",3.680000067,3.416267943,1.7523493572337,78.44634146,3.53e+11,0.58754759,109362.2058,88,1.065299,9.3,85.02,"0"
"Dominican Republic",27.30500031,11.95862069,1.7523493572337,71.559,999105339.3,1.344808243,573.597,89,0.2704926,3,2.26,"0"
"Algeria",4.760000229,10.6446211,8.654014357,74.311,48122547177,1.268553611,15992.9,82,-0.0370049,3,20.82,"0"
"Ecuador",3.920000076,8.40009594,1.7523493572337,74.705,61762635000,1.65919151,18851.9306,96,-0.7289105,2,18.8,"0"
"Egypt, Arab Rep.",8.520000458,18.31683168,0.107853152,69.971,1.63e+11,1.778691301,43034.5069053913,97,-0.5105076,2.89891304347826,18.01,"0"
"Eritrea",5.880000114,6.707922935,1.7523493572337,60.952,17986890000,0.4242186,4641.1,98,0.0405789,3.9,10.08,"0"
"Spain",8.49600029,6.551766912,1.7523493572337,81.17560976,19749893536,4.654916813,15217.78453,50,0.204238,1.7,1.82,"1"
"Estonia",5.171999931,9.66012235506522,1.7523493572337,73.77073171,1380188800,2.186536353,11,95,-0.7113785,2.6,0.47,"0"
"Ethiopia",5.449999809,10.36235803,1.7523493572337,59.581,24341678629,-0.26813372,12457.7538,95,0.5707842,6.6,70.58,"0"
"Finland",27.67900085,12.65746019,3.99160901,79.56829268,3294093485,0.697413081,1570,88,-0.0793011,2.89891304347826,6.85,"1"
"France",4.162000179,7.732278579,5.715797036,81.21463415,3523185920,1.090795994,2263.88,99,-0.0674854,2.89891304347826,13,"1"
"Micronesia, Fed. Sts.",6.369999886,4.065953554,1.01104022071429,66.099,2.86e+11,0.465549285,96455.38587,99,1.445845,9,83.67,"0"
"United Kingdom",11.91100025,9.66012235506522,1.7523493572337,79.6,267587875984.33,0.511409081,2168.696,78.0869565217391,-0.136695373913043,2.89891304347826,33.87,"1"
"Georgia",19.09399986,5.264301456,1.7523493572337,70.946,15571349776,3.07422517,9565.944,82,0.2636529,3.1,7.5,"0"
"Guinea",17.87000084,9.999487616,7.708841743,55.614,12795076469,-0.303790529,1495.3,92,-0.9201103,3.9,10.01,"0"
"Guinea-Bissau",4.992000103,16.49463961,1.7523493572337,53.612,28678701891,2.578757332,10268.512,93,-0.0276288,3.9,4.27,"0"
"Equatorial Guinea",7.760000229,4.152797081,1.7523493572337,55.07,3.56e+11,0.265457837,31280.75375,99,0.2700586,4.7,38.2,"0"
"Greece",7.05427229439674,8.033273277,1.558916371,79.93902439,825976037,0.260159661,363.304,99,0.3859277,2.89891304347826,23.18,"0"
"Grenada",8.715999603,9.66012235506522,1.7523493572337,73.038,4.66e+09,0.118910941,104.858,78.0869565217391,0.441933,2.89891304347826,48.41870215,"0"
"Guatemala",3.309000015,11.35576113,3.641592342,70.75,38503862831,1.927447638,7737.4,95,-0.7144668,3.1,8.3,"0"
"Guam",4.724999905,23.06561294,1.7523493572337,77.474,6964179194,2.29160483,1342.01,60,-2.098021,1.6,0.92,"0"
"Guyana",5.892000198,10.46007314,-6.660169927,67.521,868154708.5,2.476336805,128.181,77,-0.709056,2.89891304347826,2.354888711,"0"
"Hong Kong SAR, China",11.27099991,8.10202207,4.43588136,82.37560976,3025187924,0.045269111,794.536,93,-0.6337331,2.6,18.2,"0"
"Honduras",16.33600044,15.28177448,7.352652758,72.803,10485225353,1.580168107,2315.48,64,-1.385095,1.4,7.6,"0"
"Croatia",3.160000086,11.40342708,9.412844122,75.91219512,13789443623,2.184263323,6198.517,93,-0.529581,2.6,9.6,"0"
"Haiti",3.559999943,4.303154841,3.979977772,59.782,2.19e+11,0.598238787,43034.5069053913,78.0869565217391,1.130013,2.89891304347826,66.7,"0"
"Hungary",7.820000172,6.042512539,5.129869373,73.70243902,1.58e+11,-0.175097367,108504.033,99,0.7502059,5.1,61,"0"
"Indonesia",2.950000048,12.69439428,7.143954326,68.485,18074622987,1.859572171,5382.466,98,1.215352,8.9,91,"0"
"India",5.414000034,8.349267049,3.77175625,65.794,1.2e+12,1.464889915,321031.5,70,-1.107512,3.4,4.38,"0"
"Ireland",7.210000038,10.22666455,-3.852245026,80.09512195,5.1e+11,1.323330518,139606,77,-1.058376,2.6,7.917479385,"0"
"Iran, Islamic Rep.",10.63000011,25.41050903,-6.214920245,73.027,4.12e+11,1.093204724,43034.5069053913,99,-0.9409824,2.89891304347826,12.02,"0"
"Iraq",8.484000206,12.66285283,-8.419722882,68.19,1.32e+11,1.685732442,61273.3,69,-2.468629,1.3,1,"0"
"Iceland",6.769999981,4.060304951,1.7523493572337,81.6097561,2.75e+11,2.038708011,83964.85089,93,1.18624,7.7,65.34,"0"
"Israel",7.699999809,4.55721393,1.7523493572337,80.95121951,2.17e+11,1.776579106,60825.1,94,-1.321099,6,59.39,"0"
"Jamaica",10.59000015,22.0228385,2.88781677,74.103,13709402085,0.491523842,2438.81,91,-0.3051857,3.1,23.6,"0"
"Japan",12.69999981,13.971231,-11.79707235,82.58756098,22657662393,4.702530018,16995.147,97,-0.3692256,5.1,23,"0"
"Kazakhstan",6.630000114,17.13989978,1.7523493572337,67.11,1.33e+11,1.872962096,37889,99,0.6239348,2.2,11,"0"
"Kenya",2.915999889,26.23981664,-0.984996972,58.76,35895153328,2.767256336,5000.949,88,-1.391941,2.1,5.2,"0"
"Kyrgyz Republic",7.05427229439674,13.66539953,1.7523493572337,68.45121951,141042610.3,2.28284642,75.160594,82,1.337765,2.89891304347826,7,"0"
"Cambodia",2.773000002,9.66012235506522,1.7523493572337,65.394,267587875984.33,0.502338522,43034.5069053913,92,0.5210305,2.89891304347826,23.1123933390163,"0"
"Kiribati",2.960000038,4.673896555,4.222685184,65.208,1.05e+12,0.759316682,43034.5069053913,94,0.4218944,2.89891304347826,81,"0"
"Kuwait",8.220000267,24.52010242,3.019118025,73.976,5139957785,0.950220145,4072.4,95,-0.5695741,2.89891304347826,15.7,"0"
"Lao PDR",6.454074424,8.254102024,1.7523493572337,63.271,267587875984.33,1.173893006,43034.5069053913,78.0869565217391,-0.136695373913043,2.89891304347826,23.1123933390163,"0"
"Lebanon",6.33885262,10.06624182,1.7523493572337,77.911,267587875984.33,1.184256105,43034.5069053913,78.0869565217391,-0.136695373913043,2.89891304347826,23.1123933390163,"0"
"Liberia",7.739999771,15.40231911,1.7523493572337,58.229,35854274229,-1.050939544,10144.22591,94,0.2045949,5,63.41,"0"
"Libya",7.671999931,9.66012235506522,2.260586371,72.174,29118916106,-0.054594523,43034.5069053913,81,-1.875796,3,22.53,"0"
"St. Lucia",28.76000023,10.71566613,-0.459524903,74.571,1766825413,0.010266589,1800,88,-0.2059289,3.2,3.58,"0"
"Latin America & Caribbean",2.23300004,17.48944864,-2.495873094,73.70415657,1.73e+09,4.129488156,242.4,75,-1.285086,2.4,0.53,"0"
"Sri Lanka",19.375,10.3607289,-14.3153031,75.157,87140405361,1.395357639,61950,98,0.8082533,2.6,9,"0"
"Lesotho",5.829999924,10.92588562,1.7523493572337,43.384,47797551588,-1.028483175,31098.74183,96,0.7462569,4.6,55.22,"0"
"Lithuania",5.059999943,3.40187963,1.7523493572337,71.81219512,58844277702,1.787496632,25694.16847,99,1.512313,8.3,82.23,"0"
"Luxembourg",3,8.611018586,-4.221314991,80.53902439,21027044551,2.104151626,43034.5069053913,78.0869565217391,0.4774364,2.89891304347826,49.24,"0"
"Macao SAR, China",5.861000061,8.712601866,11.89045703,82.22,5321012192,2.852762195,2203.688,91,-0.0621808,2.8,0.7,"0"
"Morocco",3.319999933,5.440782211,-3.903381938,73.546,2.31e+11,1.911365416,199414.351,97,0.1083251,5.1,55.8,"0"
"Moldova",11.05599976,12.04145835,-0.715392507,68.671,2271646188,2.439188448,1387.5,98,-0.1641799,2.8,23.2,"0"
"Madagascar",10.49400043,9.170988137,-2.136725008,62.509,9838404005,3.329120338,2097.118,74,0.2103665,3.1,1.57,"0"
"Maldives",5.980000019,4.258621719,2.57506817,75.073,9090406767,0.650655461,5300.216486,72,1.272665,5.8,50.08,"0"
"Mexico",9.87100029,7.346635412,8.686177856,75.194,5206444407,2.884601295,1787.6,74,-0.6421886,2.8,1.87,"0"
"Middle income",7.170000076,9.732283171,5.5399348,68.88030182,9990370016,0.361630847,4651.461,99,0.8898097,5.5,21.81,"0"
"North Macedonia",3.869999886,5.124982746,2.385980831,74.4,1.11e+12,1.495369098,318303.73,96,-0.8037661,3.6,21.71,"0"
"Mali",7.05427229439674,8.423725662,8.926581578,54.193,263145100,-0.858696277,43034.5069053913,85,1.167337,2.89891304347826,14.49,"0"
"Malta",5.329015289,10.1907246,1.7523493572337,79.63658537,267587875984.33,1.178386138,43034.5069053913,78.0869565217391,-0.136695373913043,2.89891304347826,14.68805177,"0"
"Myanmar",3.980000019,12.78304726,10.81971634,62.678,6054849885,-0.190371976,43034.5069053913,90,-0.2709488,2.9,23.39,"0"
"Mongolia",17.14999962,8.758727696,1.495141317,66.447,4545674528,0.177475867,3731.168,95,0.7651006,3.4,32.9,"0"
"Mozambique",9.569999695,3.714843115,1.7523493572337,51.292,92507257784,1.190234661,42365.691,99,-0.5706448,3.5,33.1,"0"
"Mauritania",3.128999949,14.5028053,12.37426564,62.015,12556195189,2.745465575,2653.26,75,0.3815113,2.6,1.56,"0"
"Malawi",22.18600082,9.094643072,2.501098534,52.206,8607475308,1.820639351,4340,83,1.200234,4.5,5.329003772,"0"
"Malaysia",1.330000043,9.907830053,1.7523493572337,74.118,12545438605,1.070696221,938.764,82,-1.834441,2.7,1.73,"0"
"Namibia",14.57600021,9.66012235506522,1.7523493572337,53.817,9067619729,1.452307684,1299.656,78.0869565217391,-0.136695373913043,2.89891304347826,34.51,"0"
"New Caledonia",4.170000076,3.958949373,6.173218811,76.6804878,1.33e+11,0.848701402,34369.315,89,1.162778,9.3,72.03,"0"
"Niger",6.199999809,19.82620313,-2.60742073,55.764,8496946608,1.374571698,4731,97,-0.2218991,2.5,5.3,"0"
"Nigeria",1.710000038,11.30510988,-4.671742818,49.913,7297600897,3.778529478,1696.435,67,-0.6684192,2.8,0.7,"0"
"Nicaragua",3.819000006,11.58107517,6.684908635,71.915,3.39e+11,2.649867728,49950.644,53,-1.860629,2.7,8,"0"
"Netherlands",5.818276195,3.104685486,1.7523493572337,80.25121951,267587875984.33,0.963907968,43034.5069053913,78.0869565217391,-0.136695373913043,2.89891304347826,74.2688087,"0"
"Norway",33.75999832,8.33189667,4.494107878,80.59268293,9909548411,0.163258078,3990.642,95,-0.2960467,3.6,46.04,"0"
"Nepal",2.549999952,3.753930818,1.7523493572337,66.727,4.62e+11,1.246333015,90293.251,94,1.28515,7.9,90.57,"0"
"New Zealand",4.139999866,12.37540915,-20.129004,80.35121951,60905452536,3.468985169,37719,99,0.9222303,5.5,20,"0"
"Oman",0.419999987,20.28612109,-0.236896632,75.179,1.7e+11,2.263050049,20323.1,53,-2.572858,2.5,7,"0"
"Pakistan",3.743000031,8.758683177,0.351852362,64.685,25155888616,1.794427531,9816.62,86,-0.0970655,3.4,33.82,"0"
"Panama",2.311000109,10.76141823,-2.210867236,76.414,11670840932,2.433208371,5713.205,56,-0.6133679,2,1.15,"0"
"Papua New Guinea",3.720000029,8.260447036,1.466578322,61.442,1.82e+11,1.65996399,49077.54051,91,-1.778313,2.3,6.22,"0"
"Poland",7.119999886,4.164971935,1.7523493572337,75.54390244,5.34e+11,0.01363738,170457.9818,99,0.9104813,4.6,53.13,"0"
"Puerto Rico",7.550000191,2.588506577,1.7523493572337,77.96292683,2.63e+11,0.14419128,57136.67679,97,0.9884541,6.1,44.13,"0"
"Korea, Dem. People's Rep.",11.47999954,9.66012235506522,1.7523493572337,68.884,93639300000,-0.586677392,43034.5069053913,78.0869565217391,0.2677097,5.8,38,"0"
"Paraguay",5.789999962,7.850802557,-0.885438453,72.251,2.14e+11,-1.666382643,84053.22463,96,0.1799604,3.8,32.42,"0"
"French Polynesia",6.210000038,14.11076778,-4.904962089,75.092,1.66e+12,-0.043949259,291861,98,-0.7493693,2.89891304347826,32,"0"
"Qatar",1.024000049,15.43821387,1.565081861,78.775,5177015141,2.668198695,267.67,97,-0.3239338,3,4.5,"0"
"Romania",5.580999851,11.56590684,3.245065877,72.56585366,619260721.6,0.670656607,287.905,39,1.097311,4.4,5.031615316,"0"
"Rwanda",5.079999924,9.870247913,1.7523493572337,60.612,5.2e+11,2.756794678,43034.5069053913,98,-0.3371701,3.5,36,"0"
"Saudi Arabia",10.13300037,7.347202366,-2.986951886,73.598,16853991177,2.681445276,2170.481,88,-0.1476973,3.4,7.12,"0"
"Sudan",3.91899991,8.204614927,13.18828599,61.879,2505458705,2.375021312,215.667,77,-0.238069,1.9,0.25,"0"
"Singapore",9.510000229,4.598179763,1.7523493572337,80.7902439,1.01e+11,0.0857553,73978.57725,99,1.08077,2.89891304347826,66.05,"0"
"Solomon Islands",4.369999886,5.647423806,1.7523493572337,70.063,55779427740,0.158140844,34127.92963,97,1.147953,6.7,58,"0"
"Sierra Leone",1.893000007,17.3200652,0.105837027,47.508,699157191,2.256853453,328.175433,85,0.2069336,2.9,3,"0"
"El Salvador",18.91699982,9.66012235506522,1.7523493572337,70.756,267587875984.33,2.821396622,43034.5069053913,31,-3.28053,1,1.142687372,"0"
"Somalia",22.40999985,10.07457552,6.745151503,53.326,3.16e+11,1.334117023,101640,82,0.0497333,4.9,8.43,"0"
"South Sudan",12.14999962,9.66012235506522,1.7523493572337,53.6,14586253383,4.94806677,43034.5069053913,78.0869565217391,-0.136695373913043,2.89891304347826,23.1123933390163,"0"
"Sao Tome and Principe",11.25,4.07534336,1.01104022071429,66.412,1.63e+12,1.595330499,281493.1987,97,-0.3808494,6.5,59.6,"0"
"Suriname",5.21999979,22.56449553,2.204690475,69.91,40713812310,0.7128032,8452.1,98,-1.796857,3.2,23.1123933390163,"0"
"Slovak Republic",12.72000027,5.549547694,7.36560346,74.70487805,1437731111,1.402045741,43034.5069053913,96,0.6405834,2.89891304347826,30,"0"
"Slovenia",18.79000092,10.06624182,7.10583263,78.76585366,695429629.6,-0.106031349,43034.5069053913,99,0.8005983,2.89891304347826,21,"0"
"Sweden",14.80000019,14.29712245,1.7523493572337,81.1,64831935604,2.140740085,9351.54,86,-2.485255,1.6,23.1123933390163,"0"
"Eswatini",8.875,14.66714274,-2.874922397,44.17,3532969035,1.155508854,1304.332,85,0.098337,3.6,21.06,"0"
"Syrian Arab Republic",6.230000019,3.437049106,1.7523493572337,73.647,5.18e+11,0.779033291,183327.2765,98,1.129976,9.3,90,"0"
"Chad",3.349999905,2.426041171,1.848585115,49.82,5.7e+11,1.270618074,183573.881,95,1.223261,9,79.2,"0"
"Togo",10.93999958,15.74532522,1.7523493572337,56.178,2.18e+11,3.876832502,15410,79,-0.3364227,2.89891304347826,14,"0"
"Thailand",11.97900009,20.47052191,-3.56503833,73.341,5161337336,2.063566812,1408.7,86,-0.8300665,2,8.78,"0"
"Tajikistan",2.769000053,10.27839376,-1.201762229,67.911,27941177435,2.8414655,3121.079,86,-0.228036,3,1.9,"0"
"Turkmenistan",1.179999948,5.468489496,0.654506895,66.031,2.91e+11,0.525821417,177777.63,99,-1.271436,3.5,18.2,"0"
"Timor-Leste",3.315999985,9.064236219,1.7523493572337,66.276,648492700,1.820478077,12.999,79,-0.8006461,2.2,1.5,"0"
"Tonga",3.335000038,8.694828144,-6.076437536,69.921,3323677130,2.716928683,1509.387,81,-0.1695216,2.7,2.4,"0"
"Trinidad and Tobago",1.351999998,10.44698751,1.7523493572337,71.464,344428609,0.783647516,9.292,99,0.2838272,2.4,8.110769944,"0"
"Tunisia",4.630000114,12.03034455,-9.172622798,74.72,27871587350,0.457433585,9591.397,90,-0.1158731,3.6,34.8,"0"
"Turkiye",12.43999958,4.345028076,1.7523493572337,73.649,44860969077,1.058894827,19319.957,99,0.1023051,4.4,27.53,"0"
"Tanzania",7.05427229439674,10.44412838,1.7523493572337,56.777,267587875984.33,1.59161166033696,43034.5069053913,96,-0.136695373913043,2.89891304347826,34.37,"0"
"Uganda",4.951000214,9.66012235506522,1.7523493572337,54.984,19271523179,1.338458129,11944.7,96,0.5325468,1.8,1.75,"0"
"Uruguay",6.360000134,25.22646171,-8.934742045,76.437,1.88e+11,-0.541496741,85535.3,90,0.0424114,2.5,11,"0"
"St. Vincent and the Grenadines",5.78000021,3.839100297,3.109920825,71.643,1.47e+13,0.945865287,43034.5069053913,96,0.5852239,2.89891304347826,74,"0"
"Venezuela, RB",8.029999733,7.877073747,4.095474229,73.071,30366213119,0.253838056,9069.362,94,0.8462693,6.9,39.3,"0"
"Virgin Islands (U.S.)",4.889999866,9.66012235506522,1.7523493572337,77.16341463,29549438884,1.605327363,10298,98,-1.209089,1.8,9.080114523,"0"
"Vietnam",1.751000047,4.841713222,-1.745828976,74.625,590748237,2.357796924,56.717,73,1.184159,2.9,7.269119923,"0"
"Vanuatu",6.25,9.66012235506522,-5.964399617,68.824,3.16e+11,1.414753012,43034.5069053913,50,-1.311038,2.89891304347826,25.88,"0"
"World",1.927000046,23.11544835,-5.616335289,69.89951482,99130304099,0.959836735,43034.5069053913,93,0.1646291,2.7,23.92,"0"
"Samoa",10.30799961,9.66012235506522,1.7523493572337,71.158,4.24e+09,0.05536741,43034.5069053913,78.0869565217391,0.5071218,2.89891304347826,27.36177742,"0"
"Yemen, Rep.",5.410319432,8.952970203,1.7523493572337,64.892,267587875984.33,1.240879675,43034.5069053913,78.0869565217391,-0.136695373913043,2.89891304347826,23.09213823,"0"
"South Africa",12.62100029,18.97625743,-1.975237376,55.36,26910851362,2.82422828,43034.5069053913,78,-2.011098,2.89891304347826,6.89,"0"
"Zambia",7.929999828,12.44557935,7.613795381,52.606,17910858638,2.726422943,5060.483,87,0.4698419,2.8,2.2,"0"
"Zimbabwe",5.013999939,9.66012235506522,1.7523493572337,46.504,4415702800,1.003707442,2200,75,-1.213945,1.8,3.5,"0"
