"","Life_Expect","GDP","Population","Trade","Immune","Developed"
"168",71.20487805,102086539.3,0.864340422,4238.83344021739,32,"0"
"169",76.02609756,10016500000,3.520207234,1552.88,1,"0"
"170",56.453,8.89e+08,0.170354715,568,27,"0"
"171",66.359,1.3e+11,0.119920399,28658,99,"0"
"172",45.071,1.12e+11,0.54706491,30697,46.1428571428571,"0"
"173",52.863,16758471338,3.542875527,2103,14,"0"
"174",64.993,45995032026.2993,2.911414336,4238.83344021739,27.1576086956522,"0"
"175",57.314,45995032026.2993,3.093376231,1213,55,"0"
"176",61.311,34846107862,1.98919562,7030.58,52,"0"
"177",36.185,45995032026.2993,0.652965076,4238.83344021739,27.1576086956522,"0"
"178",67.128,962347001,3.306810236,208,9,"0"
"179",66.694,62242013.33,0.4818097,40.232,37,"0"
"180",62.924,6992083333,1.576819154,3124.54,62,"0"
"181",59.297,8428513568,2.741963209,3791,27.1576086956522,"0"
"182",50.421,45995032026.2993,2.10254770170109,4238.83344021739,64,"0"
"183",49.955,45995032026.2993,2.437166862,4238.83344021739,27.1576086956522,"0"
"184",68.81082927,1337300000,3.029833082,345,9,"0"
"185",70.536,45995032026.2993,0.509305354,4238.83344021739,27.1576086956522,"0"
"187",64.914,5.41e+11,0.034821732,102244,46,"0"
"188",68.031,3.21e+12,0.981415437,4238.83344021739,96,"0"
"189",68.795,11048335541,0.657607746,1215,57,"0"
"190",71.93070732,45995032026.2993,2.625390187,4238.83344021739,27.1576086956522,"0"
"191",67.942,113781795.8,2.518241585,32.084,27.1576086956522,"0"
"192",60.528,66327441860,2.698379023,4238.83344021739,54,"0"
"193",63.18251338,45995032026.2993,2.260406813,4238.83344021739,27.1576086956522,"0"
"194",63.937,45995032026.2993,0.217555941,4238.83344021739,27.1576086956522,"0"
"195",49.778,45995032026.2993,1.764067678,4238.83344021739,27.1576086956522,"0"
"196",58.637,45995032026.2993,3.586453905,4238.83344021739,3,"0"
"197",52.863,3872666667,3.419161318,1079,27.1576086956522,"0"
"198",60.203,8011373800,3.539858429,1407,39,"0"
